street_address,phone_number,zip_code,entity_type,fips_county_code,bed_count,city,state_or_region,name_common,ccn,facility_type,medicare_medicaid_eligible,lat,lon
3555 south val vista drive,4807288000,85297,PRIVATE NON PROFIT,13.0,197.0,gilbert,AZ,mercy gilbert medical center,030119,Short Term,true,,
unknown address,6024444444,85941,,17.0,52.0,whiteriver,AZ,ft apache p h s indian hosp,03011F,,false,,
1301 south crismon road,4803586100,85209,VOL. NON PROFIT - RELIGIOUS AFF,13.0,178.0,mesa,AZ,"mountain vista medical center, lp",030121,Short Term,true,,
1900 north higley road,4805432000,85234,RELIGIOUS AFFILIATION,13.0,177.0,gilbert,AZ,banner gateway medical center,030122,Short Term,true,,
7400 east thompson peak parkway,4803247001,85255,VOL. NON PROFIT - RELIGIOUS AFF,13.0,120.0,scottsdale,AZ,honorhealth scottsdale thompson peak med ctr,030123,Short Term,true,,
650 east indian school rd,6022775551,85012,,13.0,295.0,phoenix,AZ,va hosp carl t hayden va medical center,03012F,,false,,
37000 north gantzel road,4803944030,85140,PROPRIETARY,21.0,53.0,queen creek,AZ,banner ironwood medical center,030130,Short Term,true,,
750 north 40th street,6027977700,85008,PROPRIETARY,13.0,64.0,phoenix,AZ,o.a.s.i.s. hospital,030131,Short Term,true,,
2050 west southern avenue,4807333300,85120,RELIGIOUS AFFILIATION,21.0,20.0,apache junction,AZ,banner goldfield medical center,030134,Short Term,true,,
7171 south 51st avenue,6235845100,85339,VOL. NON PROFIT - RELIGIOUS AFF,13.0,16.0,laveen,AZ,dignity health - arizona general hospital,030136,Short Term,true,,
14200 west celebrate life way,6232073000,85338,VOL. NON PROFIT - RELIGIOUS AFF,13.0,38.0,goodyear,AZ,western regional medical center,030138,Short Term,true,,
9130 east elliot road,4804104500,85212,PROPRIETARY,13.0,50.0,mesa,AZ,dignity health arizona general hospital,030139,Short Term,true,,
3601 s 6th ave,5207921450,85713,,19.0,381.0,tucson,AZ,va hosp southern arizona healthcare system,03013F,,false,,
"1848 east thomas road, suite #200",4804178096,85016,VOL. NON PROFIT - RELIGIOUS AFF,13.0,1.0,phoenix,AZ,heart health center llc,030143,Short Term,true,,
"401 calvary way, suite d",9286492600,86326,PROPRIETARY,25.0,1.0,cottonwood,AZ,the eye clinic,030144,Short Term,true,,
560 north switzer canyon drive,9288534444,86001,VOL. NON PROFIT - RELIGIOUS AFF,5.0,1.0,flagstaff,AZ,forest canyon endoscopy & surgery center pc,030145,Short Term,true,,
33400 north 32nd avenue,4808824327,85085,PROPRIETARY,13.0,70.0,phoenix,AZ,honorhealth sonoran crossing medical center,030146,Short Term,true,,
1405 south alma school road,4802567000,85286,PROPRIETARY,13.0,94.0,chandler,AZ,banner ocotillo medical center,030147,Short Term,true,,
16260 south rancho sahuarita boulevard,5204167100,85629,PROPRIETARY,19.0,18.0,sahuarita,AZ,northwest medical center sahuarita,030148,Short Term,true,,
"4860 e basline rd, ste 102",4809997081,85206,VOL. NON PROFIT - RELIGIOUS AFF,13.0,1.0,mesa,AZ,"heart and vascular surgical center, llc",030149,Short Term,true,,
*,6025555555,86301,,25.0,304.0,prescott,AZ,va hosp,03014F,,false,,
"10825 w mcdowel rd, suite 320",6237382911,85392,VOL. NON PROFIT - RELIGIOUS AFF,13.0,2.0,avondale,AZ,peak surgery center of avondale,030150,Short Term,true,,
"3135 e lincoln dr., ste a, phoenix az 85016",6234354670,85016,VOL. NON PROFIT - RELIGIOUS AFF,13.0,1.0,phoenix,AZ,the minimally invasive spine surgery center of par,030151,Short Term,true,,
19060 north john wayne parkway,4693417800,85139,VOL. NON PROFIT - RELIGIOUS AFF,21.0,9.0,maricopa,AZ,maricopa community hospital,030152,Short Term,true,,
yuma proving grounds,6023333333,85364,,27.0,5.0,yuma,AZ,us army hosp,03020F,,false,,
p o box 37,,85273,,21.0,22.0,superior,AZ,magma copper corp hosp,03022E,,false,,
367 n 21st ave,,85009,,13.0,10.0,phoenix,AZ,franklin hosp,03027E,,false,,
1901 w speedway rt 9 box 310,,85705,,19.0,48.0,tucson,AZ,arizona state elks assn hosp,03028E,,false,,
1857 park,,86321,,25.0,11.0,bagdad,AZ,bagdad hosp,03029E,,false,,
3rd + cherry sts,,85721,,19.0,50.0,tucson,AZ,university student hlth unit,03030E,,false,,
p o box l,,85631,,21.0,40.0,san manuel,AZ,san manuel div hosp-magma copper co,03032E,,false,,
500 highway 89 north,5204454860,86313,,25.0,225.0,prescott,AZ,va hospital northern arizona healthcare system,03033F,,false,,
520 rose lane,9286845421,85390,RELIGIOUS AFFILIATION,13.0,19.0,wickenburg,AZ,wickenburg community hospital,031300,Critical Access Hospitals,true,,
450 south ocotillo avenue,5205862261,85602,PROPRIETARY,3.0,22.0,benson,AZ,benson hospital,031301,Critical Access Hospitals,true,,
901 west rex allen drive,5203843541,85643,PROPRIETARY,3.0,24.0,willcox,AZ,"northern cochise community hospital, inc.",031302,Critical Access Hospitals,true,,
501 north navajo drive,9286452424,86040,STATE,5.0,25.0,page,AZ,page hospital,031304,Critical Access Hospitals,true,,
"highway 264, milepost 388",9287376000,86042,,17.0,15.0,polacca,AZ,hopi health care center,031305,Critical Access Hospitals,true,,
12033 agency road,9286692137,85344,FOR PROFIT,12.0,20.0,parker,AZ,parker indian health center,031307,Critical Access Hospitals,true,,
483 west seed farm road,5205623321,85147,FOR PROFIT,21.0,15.0,sacaton,AZ,huhu kam memorial hospital,031308,Critical Access Hospitals,true,,
highway 264 west and 191 south,9287554500,86505,PROPRIETARY,1.0,25.0,ganado,AZ,sage memorial hospital,031309,Critical Access Hospitals,true,,
1501 north williamson avenue,9282894691,86047,PROPRIETARY,17.0,25.0,winslow,AZ,little colorado medical center,031311,Critical Access Hospitals,true,,
101 cole avenue,5204326401,85603,PROPRIETARY,3.0,14.0,bisbee,AZ,copper queen community hospital,031312,Critical Access Hospitals,true,,
1171 west target range road,5202853000,85621,VOL. NON PROFIT - RELIGIOUS AFF,23.0,25.0,nogales,AZ,holy cross hospital,031313,Critical Access Hospitals,true,,
5880 south hospital drive,9284021122,85501,PROPRIETARY,7.0,25.0,globe,AZ,cobre valley regional medical center,031314,Critical Access Hospitals,true,,
118 south mountain avenue,9283334368,85938,PROPRIETARY,1.0,25.0,springerville,AZ,white mountain regional medical center,031315,Critical Access Hospitals,true,,
1200 west mohave road,9286699201,85344,PROPRIETARY,12.0,25.0,parker,AZ,la paz regional hospital,031317,Critical Access Hospitals,true,,
807 south ponderosa drive,9284713222,85541,RELIGIOUS AFFILIATION,7.0,44.0,payson,AZ,banner payson medical center,031318,Critical Access Hospitals,true,,
1600 south 20th avenue,9283484000,85546,STATE,9.0,25.0,safford,AZ,mt. graham regional medical center,031319,Critical Access Hospitals,true,,
13060 west bell,9724142872,85378,VOL. NON PROFIT - RELIGIOUS AFF,13.0,116.0,surprise,AZ,pam health specialty hospital of surprise,032000,Long Term,true,,
"350 west thomas road, 3rd floor",6024066810,85013,VOL. NON PROFIT - RELIGIOUS AFF,13.0,48.0,phoenix,AZ,select specialty hospital phoenix,032001,Long Term,true,,
2025 w orange grove road,5205844500,85704,VOL. NON PROFIT - RELIGIOUS AFF,19.0,51.0,tucson,AZ,select specialty hospital-tucson northwest,032002,Long Term,true,,
7220 east rosewood street,4696216700,85710,VOL. NON PROFIT - RELIGIOUS AFF,19.0,34.0,tucson,AZ,cornerstone specialty hospitals tucson,032004,Long Term,true,,
"1111 east mcdowell rd, 11th floor",7179721100,85006,VOL. NON PROFIT - RELIGIOUS AFF,13.0,62.0,phoenix,AZ,select specialty hospital arizona,032005,Long Term,true,,
433 east 6th street,4804273000,85203,VOL. NON PROFIT - RELIGIOUS AFF,13.0,48.0,mesa,AZ,"kpc promise hospital of phoenix, llc",032006,Long Term,true,,
9630 east shea boulevard,4805515400,85260,VOL. NON PROFIT - RELIGIOUS AFF,13.0,60.0,scottsdale,AZ,encompass health rehab hospital of scottsdale,033025,Rehabilitation,true,,
2650 north wyatt drive,5203251300,85712,VOL. NON PROFIT - RELIGIOUS AFF,19.0,80.0,tucson,AZ,encompass health rehabilitation institute of tucso,033028,Rehabilitation,true,,
1921 west hospital drive,5207422800,85704,VOL. NON PROFIT - RELIGIOUS AFF,19.0,60.0,tucson,AZ,encompass health rehabilitation hospital of northw,033029,Rehabilitation,true,,
13460 north 67th avenue,6238788800,85304,VOL. NON PROFIT - RELIGIOUS AFF,13.0,75.0,glendale,AZ,encompass health valley of the sun rehab hospital,033032,Rehabilitation,true,,
901 west 24th street,9287265000,85364,VOL. NON PROFIT - RELIGIOUS AFF,27.0,51.0,yuma,AZ,"yuma rehabilitation hospital,an affiliation of enc",033034,Rehabilitation,true,,
3700 north windsong drive,9287598800,86314,FOR PROFIT,25.0,44.0,prescott valley,AZ,mountain valley regional rehabilitation hospital,033036,Rehabilitation,true,,
5652 east baseline road,4805670350,85206,VOL. NON PROFIT - RELIGIOUS AFF,13.0,60.0,mesa,AZ,encompass health rehabilitation hospital of east v,033037,Rehabilitation,true,,
8850 east pima center parkway,7179754503,85258,VOL. NON PROFIT - RELIGIOUS AFF,13.0,50.0,scottsdale,AZ,"globalrehab - scottsdale, llc",033038,Rehabilitation,true,,
13060 west bell road,6234999100,85378,VOL. NON PROFIT - RELIGIOUS AFF,13.0,40.0,surprise,AZ,pam health rehabilitation hospital of surprise,033039,Rehabilitation,true,,
1515 west chandler boulevard,6025945400,85224,VOL. NON PROFIT - RELIGIOUS AFF,13.0,50.0,chandler,AZ,dignity health east valley rehabilitation hospital,033040,Rehabilitation,true,,
1851 north gemini drive,9287747070,86001,VOL. NON PROFIT - RELIGIOUS AFF,5.0,40.0,flagstaff,AZ,rehabilitation hospital of northern arizona,033041,Rehabilitation,true,,
12740 north plaza del rio boulevard,7179754503,85381,VOL. NON PROFIT - RELIGIOUS AFF,13.0,56.0,peoria,AZ,banner rehabilitation hospital-west,033042,Rehabilitation,true,,
1675 east villa street,4696406503,85006,VOL. NON PROFIT - RELIGIOUS AFF,13.0,48.0,phoenix,AZ,reunion rehabilitation hospital phoenix llc,033043,Rehabilitation,true,,
1919 east thomas road,6029331000,85016,PROPRIETARY,13.0,435.0,phoenix,AZ,phoenix children's hospital,033302,Childrens Hospitals,true,,
7575 east earll drive,4804487500,85251,PROPRIETARY,13.0,156.0,scottsdale,AZ,banner behavioral health hospital,034004,Psychiatric,true,,
1800 east van buren,6022518535,85006,VOL. NON PROFIT - RELIGIOUS AFF,13.0,127.0,phoenix,AZ,"st. luke's behavioral hospital, lp",034013,Psychiatric,true,,
"1201 south 7th avenue, suite 200",6232362000,85007,VOL. NON PROFIT - RELIGIOUS AFF,13.0,57.0,phoenix,AZ,haven behavioral hospital of phoenix,034020,Psychiatric,true,,
2500 east van buren street,6022206000,85008,NOT FOR PROFIT,13.0,475.0,phoenix,AZ,arizona state hospital,034021,Psychiatric,true,,
6050 north corona road,5204698700,85704,VOL. NON PROFIT - RELIGIOUS AFF,19.0,140.0,tucson,AZ,sonora behavioral health hospital,034022,Psychiatric,true,,
2187 north vickey street,9285271899,86004,PROPRIETARY,5.0,16.0,flagstaff,AZ,the guidance center,034023,Psychiatric,true,,
6015 west peoria  avenue,6233444400,85302,VOL. NON PROFIT - RELIGIOUS AFF,13.0,100.0,glendale,AZ,aurora behavioral health system,034024,Psychiatric,true,,
3347 north windsong drive,9288997343,86314,VOL. NON PROFIT - RELIGIOUS AFF,25.0,16.0,prescott valley,AZ,windhaven psychiatric hospital,034025,Psychiatric,true,,
3550 east pinchot avenue,6029523900,85018,RELIGIOUS AFFILIATION,13.0,122.0,phoenix,AZ,valley hospital,034026,Psychiatric,true,,
1920 west commerce drive,9283684110,85929,PROPRIETARY,17.0,16.0,lakeside,AZ,changepoint psychiatric hospital,034027,Psychiatric,true,,
6350 south maple avenue,4803455400,85283,VOL. NON PROFIT - RELIGIOUS AFF,13.0,138.0,tempe,AZ,aurora behavioral healthcare-tempe,034028,Psychiatric,true,,
"2190 north grace boulevard, building a",4809179301,85225,VOL. NON PROFIT - RELIGIOUS AFF,13.0,82.0,chandler,AZ,oasis behavioral health hospital,034029,Psychiatric,true,,
2695 north craycroft road,5203222888,85712,PROPRIETARY,19.0,84.0,tucson,AZ,palo verde behavioral health,034030,Psychiatric,true,,
2545 west quail avenue,6024555700,85027,RELIGIOUS AFFILIATION,13.0,102.0,phoenix,AZ,quail run behavioral health,034031,Psychiatric,true,,
10550 west mcdowell road,4805653035,85392,VOL. NON PROFIT - RELIGIOUS AFF,13.0,72.0,avondale,AZ,"copper springs hospital, llc",034032,Psychiatric,true,,
1400 north wilmot road,5202228268,85712,VOL. NON PROFIT - RELIGIOUS AFF,19.0,36.0,tucson,AZ,cornerstone behavioral health el dorado,034033,Psychiatric,true,,
17300 north dysart road,6232333000,85378,VOL. NON PROFIT - RELIGIOUS AFF,13.0,92.0,surprise,AZ,destiny springs healthcare,034034,Psychiatric,true,,
16561 north parkview place,4802299894,85374,VOL. NON PROFIT - RELIGIOUS AFF,13.0,32.0,surprise,AZ,avenir behavioral health center,034035,Psychiatric,true,,
181 whipple street,9282273424,86301,VOL. NON PROFIT - RELIGIOUS AFF,25.0,24.0,prescott,AZ,"medical behavioral hospital of northern arizona, l",034036,Psychiatric,true,,
831 landon drive,9284046012,86429,VOL. NON PROFIT - RELIGIOUS AFF,15.0,24.0,bullhead city,AZ,talas harbor at bullhead city,034037,Psychiatric,true,,
1346 east mcdowell road,8333120320,85006,VOL. NON PROFIT - RELIGIOUS AFF,13.0,94.0,phoenix,AZ,"phoenix medical psychiatric hospital, llc",034038,Psychiatric,true,,
1407 south 9th avenue,2532414992,85007,VOL. NON PROFIT - RELIGIOUS AFF,13.0,40.0,phoenix,AZ,talas harbor at buckeye,034039,Psychiatric,true,,
9160 east horseshoe rd,4804767000,85258,VOL. NON PROFIT - RELIGIOUS AFF,13.0,120.0,scottsdale,AZ,via linda behavioral hospital,034040,Psychiatric,true,,
1501 north campbell avenue,5206940111,85724,,19.0,0.0,tucson,AZ,banner university medical ctr at the az health sc,039800,Transplant Hospitals,true,,
5777 east mayo boulevard,4803421900,85054,,13.0,0.0,phoenix,AZ,mayo clinic hospital,039801,Transplant Hospitals,true,,
"1300 north 12th street, suite 404",6022392716,85006,,13.0,0.0,phoenix,AZ,banner good samaritan medical center,039802,Transplant Hospitals,true,,
"350 west thomas road, suite #500",6024063792,85013,,13.0,0.0,phoenix,AZ,st joseph's hospital and medical center,039803,Transplant Hospitals,true,,
1919 east thomas road,6029331000,85016,,13.0,0.0,phoenix,AZ,phoenix childrens hospital,039804,Transplant Hospitals,true,,
603 north progress avenue,4795244141,72761,RELIGIOUS AFFILIATION,7.0,73.0,siloam springs,AR,siloam springs regional hospital,040001,Short Term,true,,
1100 east poplar street,4797545454,72830,CORPORATION,71.0,90.0,clarksville,AR,johnson regional medical center,040002,Short Term,true,,
3215 n north hills boulevard,4794635113,72703,PROPRIETARY,143.0,425.0,fayetteville,AR,washington regional medical center,040004,Short Term,true,,
two st vincent circle,5015523000,72205,PROPRIETARY,119.0,615.0,little rock,AR,chi-st vincent infirmary,040007,Short Term,true,,
2710 south rife medical lane,4793388000,72758,PROPRIETARY,7.0,275.0,rogers,AR,mercy hospital northwest arkansas,040010,Short Term,true,,
719 detroit street,4794952241,72833,PROPRIETARY,149.0,42.0,danville,AR,chambers memorial hospital,040011,Short Term,true,,
3214 east race avenue,5012783100,72143,PROPRIETARY,145.0,571.0,searcy,AR,unity health white county medical center,040014,Short Term,true,,
311 north morrow street,4793946100,71953,RELIGIOUS AFFILIATION,113.0,65.0,mena,AR,mena regional health system,040015,Short Term,true,,
4301 west markham street mail slot 612,5016865000,72205,NOT FOR PROFIT,119.0,450.0,little rock,AR,uams medical center,040016,Short Term,true,,
620 north main street,8704144000,72601,PROPRIETARY,9.0,174.0,harrison,AR,north arkansas regional medical center,040017,Short Term,true,,
211 crawford memorial drive,4794743401,72956,PROPRIETARY,33.0,103.0,van buren,AR,baptist health - van buren,040018,Short Term,true,,
1601 newcastle road,8702610000,72335,VOL. NON PROFIT - RELIGIOUS AFF,123.0,118.0,forrest city,AR,forrest city medical center,040019,Short Term,true,,
225 e washiington avenue,8709724100,72401,PROPRIETARY,31.0,440.0,jonesboro,AR,st bernards medical center,040020,Short Term,true,,
609 west maple avenue,4797515711,72764,VOL. NON PROFIT - RELIGIOUS AFF,143.0,414.0,springdale,AR,northwest medical center,040022,Short Term,true,,
300 werner street,5016221000,71903,PRIVATE NON PROFIT,51.0,282.0,hot springs,AR,chi st. vincent hospital hot springs,040026,Short Term,true,,
624 hospital drive,8705081000,72653,PROPRIETARY,5.0,268.0,mountain home,AR,baxter regional medical center,040027,Short Term,true,,
2302 college avenue,5013293831,72034,PROPRIETARY,45.0,150.0,conway,AR,"conway regional medical center, inc",040029,Short Term,true,,
3333 springhill drive,5012023000,72117,PROPRIETARY,119.0,225.0,north little rock,AR,baptist health medical center north little rock,040036,Short Term,true,,
900 west kingshighway,8702397000,72450,PROPRIETARY,55.0,129.0,paragould,AR,arkansas methodist medical center,040039,Short Term,true,,
1808 west main street,4799682841,72801,VOL. NON PROFIT - RELIGIOUS AFF,115.0,170.0,russellville,AR,st marys regional medical center,040041,Short Term,true,,
2801 medical center drive,8708926000,72455,CORPORATION,121.0,50.0,pocahontas,AR,five rivers medical center,040047,Short Term,true,,
638 california avenue,8708361000,71701,PROPRIETARY,103.0,98.0,camden,AR,ouachita county medical center,040050,Short Term,true,,
778 scogin drive,8703672411,71655,PROPRIETARY,43.0,60.0,monticello,AR,drew memorial health system,040051,Short Term,true,,
1001 towson avenue,4794414000,72901,PROPRIETARY,131.0,492.0,fort smith,AR,baptist health - fort smith,040055,Short Term,true,,
7301 rogers ave,4793146000,72903,PROPRIETARY,131.0,360.0,fort smith,AR,mercy hospital fort smith,040062,Short Term,true,,
101 hospital drive,8702353000,71753,CORPORATION,27.0,70.0,magnolia,AR,magnolia regional medical center,040067,Short Term,true,,
1520 n division street,8708387300,72315,CORPORATION,93.0,168.0,blytheville,AR,great river medical center,040069,Short Term,true,,
1600 west 40th avenue,8705417100,71603,PROPRIETARY,69.0,300.0,pine bluff,AR,jefferson regional medical center,040071,Short Term,true,,
1703 north buerkle st,8706733511,72160,PROPRIETARY,1.0,49.0,stuttgart,AR,baptist health medical center-stuttgart,040072,Short Term,true,,
